prompt_id,layer,head,cv,kl,entropy,p_max
factual,20,15,0.864117,0.6731666,0.229729,0.9596
factual,20,16,0.770835,0.5670163,0.205388,0.963628
factual,20,17,0.982115,0.9951221,0.498768,0.863731
factual,20,18,1.221934,1.4267519,0.556119,0.872442
factual,20,19,1.063373,2.7377002,0.994431,0.684906
factual,20,20,1.201998,1.2831287,0.443451,0.90701
factual,20,21,0.965888,1.0406151,0.669558,0.790067
factual,20,22,0.91805,1.2628387,0.540878,0.83242
factual,20,23,0.979375,1.5563601,0.463284,0.885378
factual,21,0,1.121462,1.3549306,0.456237,0.897296
factual,21,1,1.13474,1.2514315,0.569071,0.856245
factual,21,2,0.961097,2.5329356,1.11574,0.629082
factual,21,3,0.447364,0.2064596,0.124535,0.973351
factual,21,4,0.43927,0.3083222,0.102699,0.982764
factual,21,5,0.554343,0.5334372,0.156138,0.970052
factual,21,6,0.562081,0.3553349,0.155401,0.970475
factual,21,7,0.404628,0.2391027,0.087909,0.986128
factual,21,8,0.607557,0.4039647,0.144435,0.976039
factual,21,9,1.197286,2.3475883,0.758317,0.802602
factual,21,10,1.176373,1.807434,0.682553,0.809348
factual,21,11,0.880911,1.2037616,0.68737,0.780342
factual,21,12,0.463347,0.2622658,0.100765,0.984234
factual,21,13,0.384641,0.1785872,0.076303,0.98893
factual,21,14,0.845327,0.7255827,0.242159,0.954788
factual,21,15,0.558264,0.3367934,0.125041,0.980273
factual,21,16,0.809837,0.6011368,0.231413,0.956165
factual,21,17,0.425713,0.2177855,0.090325,0.986213
factual,21,18,0.848226,0.6684722,0.257534,0.950853
factual,21,19,0.600847,0.4511803,0.171324,0.966842
factual,21,20,0.946952,1.1412737,0.418832,0.89054
factual,21,21,1.13082,1.6961925,0.67427,0.817828
factual,21,22,0.682003,0.9276864,0.412666,0.862711
factual,21,23,0.916909,1.3717126,0.553406,0.8429
factual,22,0,0.487948,0.2729729,0.112739,0.98125
factual,22,1,1.041058,1.1186377,0.390558,0.916932
factual,22,2,0.689676,0.4203601,0.206137,0.959588
factual,22,3,0.478096,0.3283542,0.110635,0.981618
factual,22,4,0.324599,0.192245,0.068444,0.989267
factual,22,5,0.517459,0.3262005,0.167394,0.960523
factual,22,6,0.816057,0.9665146,0.267174,0.941523
factual,22,7,0.768911,0.9243696,0.359106,0.90423
factual,22,8,0.733353,0.7537704,0.27868,0.933171
factual,22,9,0.385276,0.1889648,0.078005,0.988406
factual,22,10,0.433902,0.2343861,0.101759,0.982856
factual,22,11,0.333657,0.1504143,0.065005,0.990644
factual,22,12,0.946714,0.834612,0.303173,0.939367
factual,22,13,1.124452,1.3311887,0.398526,0.916406
factual,22,14,1.140212,1.4828304,0.848234,0.746822
factual,22,15,0.796205,0.7647449,0.374873,0.903762
factual,22,16,0.768974,0.8003402,0.425352,0.882882
factual,22,17,0.796262,1.1243176,0.404022,0.893673
factual,22,18,0.555775,0.3151479,0.126474,0.979589
factual,22,19,0.449163,0.2605829,0.100463,0.983768
factual,22,20,0.734749,0.526344,0.18558,0.968025
factual,22,21,0.763647,0.6752625,0.346199,0.911523
factual,22,22,0.429359,0.3007067,0.102869,0.98248
factual,22,23,0.495687,0.3369943,0.139208,0.973673
factual,23,0,0.83901,0.8343855,0.818306,0.704011
factual,23,1,1.169237,1.0829307,0.447196,0.903872
factual,23,2,0.880163,1.1211376,0.849456,0.678068
factual,23,3,0.693143,0.5060011,0.202513,0.961322
factual,23,4,0.911196,0.7541847,0.294815,0.940903
factual,23,5,0.809919,0.585541,0.23377,0.95688
factual,23,6,0.773912,0.6308737,0.210998,0.962326
factual,23,7,0.864332,0.9116361,0.263746,0.946345
factual,23,8,1.279514,2.754333,0.880743,0.765964
factual,23,9,0.672203,0.498267,0.169524,0.971051
factual,23,10,1.084671,1.4649987,0.541787,0.857522
factual,23,11,0.649652,0.921312,0.217205,0.948674
factual,23,12,0.501447,0.2441735,0.113371,0.981769
factual,23,13,1.079523,1.2269999,0.484427,0.882928
factual,23,14,1.232894,2.4723401,0.820124,0.774355
factual,23,15,1.199402,2.2588916,0.723217,0.800873
factual,23,16,1.139557,2.0541644,0.842178,0.755096
factual,23,17,1.073395,2.2757778,0.921278,0.694267
factual,23,18,0.526395,0.261601,0.122845,0.979225
factual,23,19,0.55306,0.294816,0.146664,0.971657
factual,23,20,1.084732,3.1892638,0.982346,0.711703
factual,23,21,1.026423,1.0326297,0.424082,0.899433
factual,23,22,1.040826,1.00463,0.391966,0.915359
factual,23,23,1.176333,2.5250101,0.913448,0.734166
factual,24,0,0.738756,0.4904923,0.180927,0.969611
factual,24,1,1.289355,1.7828827,0.593519,0.860369
factual,24,2,0.871243,0.669778,0.227978,0.960524
factual,24,3,0.837337,0.7641866,0.271039,0.946442
factual,24,4,0.677083,0.5897899,0.196279,0.962978
factual,24,5,0.829235,0.9063272,0.371862,0.905634
factual,24,6,1.111374,1.9263338,1.012517,0.683249
factual,24,7,1.111699,1.5345415,0.568989,0.853967
factual,24,8,1.098953,2.0270262,0.894774,0.717734
factual,24,9,0.80429,1.5279195,0.549914,0.833261
factual,24,10,1.244484,3.053546,1.028619,0.717448
factual,24,11,0.965318,1.9849005,0.885261,0.686433
factual,24,12,1.090309,2.5895896,1.023922,0.696987
factual,24,13,0.709567,0.4109434,0.18354,0.967553
factual,24,14,0.622154,0.4401942,0.15022,0.974258
factual,24,15,1.083039,1.3505973,0.492831,0.884277
factual,24,16,1.073164,1.7710136,0.649771,0.821846
factual,24,17,0.960036,0.9646429,0.310988,0.939309
factual,24,18,0.876739,0.7811989,0.261892,0.949085
factual,24,19,0.462022,0.2260742,0.094902,0.985802
factual,24,20,0.500309,0.2509533,0.101596,0.985098
factual,24,21,0.978491,1.7917746,0.497904,0.872646
factual,24,22,1.066124,1.2755196,0.364436,0.925696
factual,24,23,0.887173,0.830824,0.32208,0.929673
factual,25,0,0.626514,0.5021245,0.250937,0.927314
factual,25,1,0.47929,0.2690774,0.113508,0.981174
factual,25,2,0.466283,0.2601037,0.10423,0.983325
factual,25,3,0.700744,0.6848416,0.198209,0.959406
factual,25,4,0.659549,0.3785546,0.1537,0.974904
factual,25,5,0.474633,0.3786979,0.116323,0.978636
factual,25,6,1.232558,2.4568305,0.751266,0.801608
factual,25,7,0.996506,1.7911546,0.901388,0.662429
factual,25,8,0.732988,3.3356273,1.196019,0.560732
factual,25,9,0.333478,0.1934339,0.070779,0.98889
factual,25,10,0.429059,0.2205897,0.0881,0.986761
factual,25,11,0.427142,0.2484685,0.095006,0.984652
factual,25,12,0.698792,0.4775494,0.170475,0.97116
factual,25,13,0.75876,0.6706312,0.264707,0.937015
factual,25,14,0.614291,0.3599634,0.137436,0.978411
factual,25,15,0.759838,0.5489365,0.218648,0.959601
factual,25,16,0.626641,0.4741167,0.17441,0.968057
factual,25,17,0.473113,0.2500495,0.100555,0.984773
factual,25,18,0.706872,0.7131624,0.445435,0.866653
factual,25,19,0.489635,1.0423017,0.513083,0.792157
factual,25,20,0.719759,1.6707033,0.521255,0.832379
factual,25,21,0.840954,2.274981,1.193163,0.569886
factual,25,22,0.524649,0.4020891,0.135651,0.974964
factual,25,23,0.78811,3.1136541,1.303059,0.534381
factual,26,0,1.003688,1.5964918,0.987268,0.633237
factual,26,1,1.027764,1.8015512,0.945379,0.691595
factual,26,2,0.881668,3.2567232,1.215254,0.599911
factual,26,3,1.22733,1.4038551,0.599796,0.85442
factual,26,4,1.304173,1.8461533,0.807053,0.785053
factual,26,5,0.565088,0.4541869,0.145065,0.973857
factual,26,6,1.364905,1.5453432,0.564839,0.878618
factual,26,7,0.988874,2.2300975,1.162689,0.617887
factual,26,8,1.04968,1.2270005,0.412621,0.910656
factual,26,9,1.024381,1.0488954,0.367765,0.922835
factual,26,10,1.223945,1.5836859,0.604414,0.856294
factual,26,11,1.048085,1.2223696,0.393007,0.917399
factual,26,12,0.671984,2.8313689,1.43338,0.469985
factual,26,13,0.829101,3.2599645,1.230976,0.575508
factual,26,14,0.692758,3.3748243,1.43922,0.492008
factual,26,15,1.201315,1.6516174,0.490528,0.891444
factual,26,16,1.130835,1.5818725,0.518883,0.880323
factual,26,17,1.27829,2.2182999,0.848105,0.765122
factual,26,18,1.006958,1.7884611,0.971165,0.649841
factual,26,19,0.894132,1.3353018,1.021099,0.638007
factual,26,20,0.791041,2.4199083,1.189409,0.557075
factual,26,21,0.787498,0.581211,0.207928,0.963827
factual,26,22,0.854056,0.6247011,0.254961,0.951416
factual,26,23,1.233511,1.6775081,0.714851,0.80111
factual,27,0,0.701645,1.5578775,1.138406,0.514799
factual,27,1,0.932249,1.4106139,0.548944,0.839184
factual,27,2,0.7222,1.0257075,0.803654,0.665405
factual,27,3,1.11105,2.6065688,0.81066,0.734253
factual,27,4,0.87874,0.9540066,0.699159,0.758136
factual,27,5,0.845575,2.0367239,1.189791,0.584073
factual,27,6,0.691975,1.5770366,0.664307,0.747108
factual,27,7,0.813459,0.9280226,0.642269,0.765747
factual,27,8,1.071496,1.1175603,0.461883,0.890457
factual,27,9,0.931574,2.4675677,1.218661,0.55423
factual,27,10,1.431584,1.8786602,0.769961,0.811638
factual,27,11,0.633237,0.4460704,0.298366,0.922084
factual,27,12,0.519864,0.3095205,0.127745,0.97832
factual,27,13,0.655934,0.6907243,0.290528,0.912161
factual,27,14,0.841643,0.8214456,0.261265,0.948134
factual,27,15,0.870466,0.6872072,0.256331,0.952273
factual,27,16,0.930401,0.7045938,0.279154,0.947429
factual,27,17,1.376689,1.9005517,0.592886,0.868841
factual,27,18,0.767199,1.7538385,0.733558,0.727736
factual,27,19,0.901119,1.9528768,0.991833,0.642066
factual,27,20,0.841213,0.9362286,0.902135,0.622448
factual,27,21,0.917258,2.1502433,1.180386,0.604052
factual,27,22,1.031748,1.4931409,0.439934,0.900603
factual,27,23,1.299511,2.3392303,0.83835,0.783047
code,0,0,1.092502,2.4580758,0.865954,0.723723
code,0,1,0.753279,2.0099711,0.948588,0.641526
code,0,2,0.883509,1.1118722,0.459307,0.87423
code,0,3,1.268598,1.5269125,0.659851,0.827348
code,0,4,1.23817,1.7745117,0.715412,0.794577
code,0,5,1.079816,3.2864709,1.143556,0.632809
code,0,6,1.412178,2.5849185,0.944607,0.752516
code,0,7,0.807224,3.263391,1.509757,0.445452
code,0,8,1.026487,2.0540977,1.12389,0.623314
code,0,9,0.799069,1.4167573,0.468553,0.872199
code,0,10,0.809741,0.7482064,0.272362,0.94401
code,0,11,0.908434,1.9201074,0.876652,0.705981
code,0,12,1.278233,1.4500114,0.69382,0.813987
code,0,13,1.189361,4.0036173,1.277957,0.631683
code,0,14,0.964704,4.5599499,1.510341,0.49825
code,0,15,0.377283,4.9099016,1.858897,0.319677
code,0,16,1.55198,2.3859963,0.819111,0.809087
code,0,17,1.07591,3.2908492,1.378208,0.573626
code,0,18,1.16136,3.3538132,1.296872,0.602489
code,0,19,1.257133,2.4413531,1.084766,0.676609
code,0,20,1.232272,3.6187077,1.266362,0.630031
code,0,21,0.609367,2.6483295,0.90079,0.713332
code,0,22,0.000114,5.4e-06,9e-06,0.999999
code,0,23,0.004893,0.0005566,0.000522,0.999953
code,1,0,1.247784,2.8932114,1.079764,0.661692
code,1,1,1.016921,1.0510491,0.379332,0.914368
code,1,2,1.227173,1.1050942,0.521515,0.871317
code,1,3,0.646674,0.5296999,0.180116,0.965499
code,1,4,0.796557,1.3052392,0.558339,0.808507
code,1,5,1.004383,1.7074171,0.985477,0.65777
code,1,6,1.2423,4.0026021,1.39015,0.614799
code,1,7,1.430245,1.4147614,0.471799,0.907885
code,1,8,1.360313,2.7767339,1.166997,0.661576
code,1,9,1.278159,1.0820127,0.374172,0.93177
code,1,10,0.712696,0.6148131,0.225948,0.952705
code,1,11,1.06887,0.774294,0.282036,0.951096
code,1,12,0.837208,1.0840832,0.570401,0.821496
code,1,13,1.272409,1.6640227,0.535615,0.876887
code,1,14,0.801742,0.9023729,0.40793,0.891547
code,1,15,0.50386,0.9184818,0.839317,0.615855
code,1,16,1.049994,2.5814734,0.929975,0.716821
code,1,17,0.834359,1.1614313,0.601488,0.780841
code,1,18,0.885583,0.6196953,0.444004,0.874692
code,1,19,0.871018,1.1050801,0.441964,0.877991
code,1,20,0.876997,0.9858428,0.31465,0.931071
code,1,21,0.914039,4.8328238,1.56614,0.501885
code,1,22,1.235098,1.291995,0.403307,0.91938
code,1,23,1.427897,3.0335274,1.255846,0.656344
code,2,0,1.199212,1.325793,0.457025,0.901865
code,2,1,1.097836,1.2825891,0.370524,0.922159
code,2,2,1.034792,0.8604927,0.29398,0.945501
code,2,3,1.714412,2.6084504,0.875837,0.802316
code,2,4,1.536306,1.6593747,0.541658,0.891518
code,2,5,1.449732,2.0104775,0.720278,0.826914
code,2,6,0.664572,0.4213834,0.180279,0.966336
code,2,7,0.778372,0.5981774,0.207621,0.962729
code,2,8,1.260736,1.190258,0.456053,0.902598
code,2,9,1.096124,1.2713695,0.398378,0.911499
code,2,10,1.089102,1.3925092,0.405465,0.908762
code,2,11,0.980965,1.0348003,0.36156,0.920343
code,2,12,1.089379,1.1236281,0.474795,0.8812
code,2,13,1.042865,0.7846191,0.325123,0.936051
code,2,14,1.55321,2.4296947,0.776505,0.815865
code,2,15,0.312533,0.3179885,0.20285,0.92831
code,2,16,0.224821,0.1166929,0.095878,0.970493
code,2,17,0.404175,0.3399831,0.204521,0.928023
code,2,18,1.582297,2.0778663,0.722489,0.832512
code,2,19,0.649677,0.7820629,0.379313,0.872528
code,2,20,0.887832,0.8461226,0.43394,0.857735
code,2,21,1.294277,1.8266258,0.7252,0.81103
code,2,22,1.055532,1.3257246,0.578417,0.822802
code,2,23,1.143128,0.9997103,0.383634,0.921637
code,3,0,1.466329,2.3728609,0.859542,0.780198
code,3,1,0.872217,0.5837234,0.228736,0.960012
code,3,2,1.287736,1.7060062,0.487711,0.895442
code,3,3,0.505696,0.3334342,0.118232,0.980287
code,3,4,1.159147,1.1346982,0.388265,0.920849
code,3,5,0.684738,0.5777681,0.18222,0.967209
code,3,6,1.380273,2.117969,0.888982,0.757886
code,3,7,1.125048,1.2323279,0.459231,0.894337
code,3,8,1.06698,1.0939984,0.406949,0.90769
code,3,9,1.00519,1.2947896,0.656423,0.808121
code,3,10,0.666959,0.4282926,0.157159,0.973989
code,3,11,1.089404,1.0599235,0.585091,0.80861
code,3,12,0.757834,1.2237849,0.623045,0.775146
code,3,13,0.848655,1.4213972,0.4352,0.883716
code,3,14,1.153599,1.3966587,0.719198,0.791741
code,3,15,1.473107,1.3845222,0.499284,0.902278
code,3,16,1.447488,1.409766,0.507438,0.899401
code,3,17,1.488189,1.683599,0.701257,0.830408
code,3,18,1.007614,0.8787924,0.353091,0.923424
code,3,19,1.027889,1.6449798,0.595739,0.818741
code,3,20,1.351171,1.8703496,0.688966,0.83327
code,3,21,1.552828,2.9428935,0.965463,0.750502
code,3,22,1.577283,2.7432611,1.013008,0.750309
code,3,23,1.393586,2.3301609,0.927171,0.743101
code,4,0,1.463789,1.5201325,0.484011,0.906173
code,4,1,1.371226,1.5563864,0.535249,0.884586
code,4,2,1.200206,1.1819407,0.573907,0.853445
code,4,3,1.367077,2.2019238,0.819516,0.786426
code,4,4,1.357026,2.3505869,1.042354,0.699634
code,4,5,1.403435,2.0716364,0.771188,0.798775
code,4,6,1.480526,2.1541753,0.642331,0.856723
code,4,7,1.508469,1.6451856,0.570962,0.881647
code,4,8,1.241448,2.1601768,0.918235,0.709475
code,4,9,0.729522,0.9221373,0.656451,0.769905
code,4,10,1.400842,2.3469479,0.835312,0.785516
code,4,11,0.859604,1.3522457,0.571495,0.815548
code,4,12,1.430392,2.3091021,0.911044,0.759052
code,4,13,1.20816,1.7897711,0.784398,0.774144
code,4,14,0.564964,0.7645907,0.511268,0.792892
code,4,15,1.599942,2.6723514,0.81705,0.810205
code,4,16,1.123481,1.014467,0.332488,0.938189
code,4,17,0.712784,0.4815774,0.177693,0.969182
code,4,18,1.360528,2.3906446,0.770629,0.796716
code,4,19,1.39286,2.202167,0.863042,0.772368
code,4,20,1.380154,2.2238688,0.974986,0.719521
code,4,21,0.852669,0.7600042,0.283988,0.942225
code,4,22,1.251569,2.111213,0.894288,0.744867
code,4,23,0.980386,0.669585,0.274556,0.949854
code,5,0,1.261854,1.3665814,0.527134,0.880031
code,5,1,1.114213,1.0591722,0.352949,0.930592
code,5,2,1.251655,1.9415607,0.816543,0.755636
code,5,3,1.253512,2.2433319,0.990187,0.701855
code,5,4,1.425978,1.7534106,0.62051,0.86289
code,5,5,1.409606,2.5856609,0.804904,0.796887
code,5,6,0.573196,0.7236474,0.290961,0.907824
code,5,7,0.171594,0.0977241,0.037125,0.993906
code,5,8,0.927274,0.9486199,0.513561,0.861794
code,5,9,1.154618,1.9600744,0.882411,0.721964
code,5,10,1.150571,1.6561682,0.664672,0.816982
code,5,11,1.379558,2.111896,0.734435,0.816104
code,5,12,1.147169,3.8893862,1.367035,0.575591
code,5,13,1.443342,2.4828115,0.839525,0.793468
code,5,14,1.259085,3.0132246,1.104209,0.653846
code,5,15,1.228842,1.4387531,0.451861,0.902437
code,5,16,1.464579,1.7246528,0.551471,0.883841
code,5,17,1.262073,1.5250587,0.549854,0.872722
code,5,18,1.539109,2.2404552,0.812818,0.801647
code,5,19,1.665611,2.8177519,0.897819,0.789452
code,5,20,1.593395,1.9696254,0.683849,0.850999
code,5,21,1.53315,2.965064,0.926316,0.767305
code,5,22,1.165231,1.7007387,0.715471,0.782994
code,5,23,1.27036,1.8385808,0.805847,0.770284
code,6,0,1.21316,2.7517197,1.088841,0.685961
code,6,1,1.229934,1.6411985,0.574028,0.86006
code,6,2,1.385898,2.220922,0.892678,0.753215
code,6,3,1.245364,3.1695178,1.253849,0.603931
code,6,4,1.120636,2.9113135,1.306012,0.573104
code,6,5,1.350509,2.5458536,0.965874,0.730349
code,6,6,1.04628,1.0578597,0.595538,0.832522
code,6,7,0.981909,1.3264501,0.656184,0.791751
code,6,8,1.16653,1.92081,0.667964,0.814726
code,6,9,1.282211,2.966495,1.245975,0.626466
code,6,10,1.504248,3.250895,1.138146,0.70979
code,6,11,1.383223,2.8278365,1.050485,0.708971
code,6,12,1.069723,2.2391269,0.965155,0.68866
code,6,13,1.404332,2.9124804,0.972807,0.722121
code,6,14,1.13824,2.6907701,1.144336,0.631677
code,6,15,1.533207,3.1637955,1.09365,0.714724
code,6,16,1.331098,3.1891642,1.270987,0.635124
code,6,17,1.30398,3.0587995,1.132905,0.663989
code,6,18,1.35674,1.6425242,0.556304,0.875689
code,6,19,1.073113,1.150193,0.47052,0.88384
code,6,20,1.498066,2.4758711,0.927599,0.758116
code,6,21,1.079557,1.197814,0.399992,0.915312
code,6,22,1.005457,2.2451849,0.972709,0.691618
code,6,23,1.359518,1.8668332,0.796986,0.794329
code,7,0,0.812216,2.0874586,1.209589,0.547145
code,7,1,0.938909,1.920351,1.138331,0.597165
code,7,2,1.355062,2.5426376,0.832627,0.784418
code,7,3,1.65767,3.6284316,0.988305,0.765561
code,7,4,1.605002,2.4962459,0.924248,0.778061
code,7,5,1.379875,2.515547,1.166781,0.669521
code,7,6,0.952301,3.7095761,1.481805,0.522955
code,7,7,1.143532,3.4266629,1.277313,0.608541
code,7,8,1.083493,2.7755489,1.249527,0.611099
code,7,9,1.130439,3.066853,1.286662,0.583383
code,7,10,1.413095,2.3825257,0.985855,0.733115
code,7,11,0.955461,3.3970866,1.426868,0.553789
code,7,12,1.554068,2.4968491,0.961401,0.764351
code,7,13,1.339411,2.833225,0.939808,0.720996
code,7,14,1.451947,2.8993332,1.15087,0.688744
code,7,15,1.461735,3.2718015,1.280439,0.665658
code,7,16,1.223411,3.4557819,1.399091,0.585547
code,7,17,1.495852,2.0392537,0.678928,0.85001
code,7,18,1.18949,2.8623209,1.019214,0.697847
code,7,19,1.240589,2.9250617,1.021333,0.696815
code,7,20,1.156501,1.6242908,0.888718,0.730603
code,7,21,1.159502,3.8822985,1.276623,0.59226
code,7,22,1.159984,2.9042845,1.213609,0.62583
code,7,23,1.277905,3.1045415,1.12607,0.674697
code,8,0,1.393713,2.2608211,0.978184,0.72248
code,8,1,1.239968,3.3695469,1.258276,0.639538
code,8,2,0.990215,0.9635424,0.47917,0.86592
code,8,3,1.249188,3.1318393,1.345533,0.60184
code,8,4,1.492034,2.1818929,0.87988,0.766516
code,8,5,1.418788,3.4979897,1.202571,0.670856
code,8,6,1.341012,2.2105668,0.792731,0.788727
code,8,7,1.698543,2.5489302,0.823142,0.817259
code,8,8,0.968929,1.8314338,0.686794,0.779354
code,8,9,0.847774,3.3387282,1.440642,0.47895
code,8,10,1.15558,2.7259543,1.019442,0.682091
code,8,11,1.321323,2.8705127,1.131068,0.674201
code,8,12,1.192798,2.7767563,1.243183,0.582331
code,8,13,1.379982,4.0020862,1.340832,0.637745
code,8,14,1.171508,3.1271365,1.268051,0.619007
code,8,15,1.251427,2.4430373,1.135328,0.663627
code,8,16,1.075672,3.9192185,1.448915,0.552004
code,8,17,0.992668,2.1105921,1.205035,0.516557
code,8,18,0.822789,2.893883,1.331937,0.526183
code,8,19,1.002054,4.2021117,1.430235,0.564369
code,8,20,1.253471,3.0724955,1.224204,0.643686
code,8,21,1.259266,3.5648458,1.27156,0.637914
code,8,22,0.793916,4.3900523,1.515462,0.480586
code,8,23,1.037273,3.6338389,1.453353,0.566691
code,9,0,0.906562,4.0635381,1.558668,0.503911
code,9,1,0.701332,3.6063738,1.527969,0.441125
code,9,2,0.755702,5.3692017,1.568991,0.478294
code,9,3,1.438223,2.0156522,0.97443,0.722456
code,9,4,1.61498,2.8918746,0.990791,0.754993
code,9,5,1.515064,1.5640484,0.563906,0.88214
code,9,6,1.178531,2.7788234,1.278008,0.584414
code,9,7,1.040347,3.7893913,1.392487,0.545851
code,9,8,0.825465,2.9932752,1.301665,0.506878
code,9,9,1.399713,2.8391814,1.159209,0.682853
code,9,10,1.132289,2.903394,1.229163,0.624962
code,9,11,1.379202,3.0885701,1.096578,0.699507
code,9,12,1.335176,3.1967978,1.093993,0.684174
code,9,13,1.275777,3.3546629,1.257293,0.616576
code,9,14,0.772765,3.7982619,1.566358,0.45834
code,9,15,1.484383,3.1587262,1.088797,0.720855
code,9,16,1.269816,4.4338455,1.281732,0.642498
code,9,17,1.405666,3.3960488,1.23472,0.666208
code,9,18,1.195381,3.6818786,1.292186,0.62365
code,9,19,1.049631,1.0593851,0.35612,0.926794
code,9,20,1.336897,1.5648431,0.771518,0.789818
code,9,21,1.220871,3.617254,1.306371,0.615776
code,9,22,1.491703,3.4493415,1.14847,0.700377
code,9,23,1.339871,2.6093314,0.965741,0.731421
code,10,0,1.451361,2.9011393,1.020544,0.728585
code,10,1,1.307688,4.0780215,1.269226,0.635609
code,10,2,1.495238,3.5448656,1.15968,0.692673
code,10,3,1.381865,2.6845572,0.888019,0.765465
code,10,4,1.073193,2.4334059,0.987914,0.685421
code,10,5,1.294396,2.6855485,1.081005,0.697371
code,10,6,1.343676,2.7941406,1.168055,0.671327
code,10,7,1.20627,3.6823092,1.333942,0.584821
code,10,8,1.387537,3.5834491,1.257191,0.669798
code,10,9,1.348365,2.8021884,1.233997,0.661405
code,10,10,1.192277,3.4179845,1.350279,0.600034
code,10,11,1.242493,1.9682255,0.982341,0.706553
code,10,12,0.97855,1.6377645,1.233289,0.572146
code,10,13,0.820047,3.8440285,1.555754,0.467514
code,10,14,1.303677,2.9248471,1.266372,0.632437
code,10,15,1.628664,3.1746993,1.041769,0.746889
code,10,16,1.287906,2.6697469,1.217185,0.64297
code,10,17,1.252753,3.8090839,1.407249,0.596014
code,10,18,0.999669,4.2765179,1.501757,0.532328
code,10,19,0.821089,4.8842025,1.617502,0.455479
code,10,20,0.931726,3.6012604,1.499478,0.529877
code,10,21,0.940331,0.8013126,0.261226,0.952177
code,10,22,1.429265,1.6910855,0.566337,0.877852
code,10,23,1.346982,1.8504099,0.63911,0.85078
code,11,0,1.285396,3.8357735,1.323733,0.621742
code,11,1,1.608084,2.9821162,1.101248,0.72373
code,11,2,1.279062,4.1813426,1.378355,0.621895
code,11,3,1.45645,2.538681,0.975313,0.731911
code,11,4,1.333645,2.6994786,1.182337,0.658706
code,11,5,1.369536,3.3751378,1.057569,0.700689
code,11,6,1.44611,3.674418,1.25243,0.674918
code,11,7,1.38205,3.3596134,1.196991,0.667946
code,11,8,1.306956,3.7512026,1.279576,0.629816
code,11,9,1.395866,2.9942861,1.07989,0.701308
code,11,10,1.08759,3.6774921,1.445544,0.544845
code,11,11,1.022037,4.7896972,1.534556,0.540634
code,11,12,1.338143,2.6266129,1.113622,0.68627
code,11,13,1.192171,2.7511101,0.998701,0.694976
code,11,14,1.087327,1.4611899,0.761925,0.770632
code,11,15,1.200372,2.2672446,1.220184,0.598511
code,11,16,1.080111,3.2856967,1.408964,0.561726
code,11,17,1.267967,2.1923118,0.923491,0.724875
code,11,18,1.322479,3.0807576,1.194943,0.655487
code,11,19,1.346856,3.2469091,1.181908,0.672968
code,11,20,1.468355,3.5426071,1.132553,0.696771
code,11,21,1.296661,2.722553,1.124307,0.680493
code,11,22,1.076142,3.6801896,1.366593,0.55241
code,11,23,1.124587,3.3479793,1.394382,0.571723
code,12,0,1.364337,3.2147472,1.186761,0.669179
code,12,1,1.185559,2.3700428,1.056864,0.664809
code,12,2,0.900661,3.8535628,1.52531,0.480958
code,12,3,1.427336,1.7690411,0.638626,0.852831
code,12,4,1.589013,2.5151048,0.798268,0.813588
code,12,5,1.442305,3.1572287,1.020447,0.726507
code,12,6,1.217901,2.9604485,1.201933,0.639782
code,12,7,0.934898,3.5160031,1.451869,0.517793
code,12,8,1.135548,3.7057903,1.373421,0.594603
code,12,9,1.055619,2.635699,1.286955,0.575306
code,12,10,0.94287,3.3892562,1.459455,0.506454
code,12,11,1.309869,2.9076076,1.124011,0.662599
code,12,12,1.071791,3.6136889,1.448652,0.550604
code,12,13,1.527069,3.0181482,1.049195,0.735263
code,12,14,1.261062,3.9011142,1.350788,0.623191
code,12,15,1.013294,3.1841755,1.247123,0.572816
code,12,16,1.096025,1.8441232,1.003954,0.654958
code,12,17,1.182435,2.8941059,1.178199,0.63415
code,12,18,1.319508,3.0491214,1.051914,0.705662
code,12,19,1.120201,1.0708256,0.357565,0.930216
code,12,20,1.121463,1.1993543,0.424541,0.907734
code,12,21,0.974496,1.6323881,1.113348,0.52147
code,12,22,1.145569,2.7752552,1.279181,0.610057
code,12,23,0.935555,4.0167542,1.583168,0.505345
code,13,0,1.32162,3.0019321,1.164626,0.664611
code,13,1,1.110333,2.7489944,1.230515,0.614569
code,13,2,1.237505,2.7775817,1.320813,0.606802
code,13,3,1.431089,2.8014107,0.945696,0.755626
code,13,4,1.331839,2.8500433,1.187874,0.669111
code,13,5,1.525809,3.2396936,1.147879,0.702785
code,13,6,0.576095,0.9636778,1.096575,0.529557
code,13,7,1.252495,3.4260211,1.32371,0.59479
code,13,8,0.940611,3.0662227,1.462939,0.497982
code,13,9,0.727787,2.9658456,1.470802,0.463593
code,13,10,1.058113,3.5534694,1.420941,0.541718
code,13,11,0.887707,3.6359851,1.476151,0.511131
code,13,12,1.238628,2.4602876,1.022282,0.677558
code,13,13,1.108068,1.5710686,0.483292,0.882532
code,13,14,0.662088,1.3668237,0.754839,0.695986
code,13,15,1.339035,3.7365184,1.284973,0.637957
code,13,16,1.436403,2.1183896,0.81632,0.792638
code,13,17,1.175366,2.8958726,1.310831,0.597536
code,13,18,1.178369,3.0739112,1.287138,0.603529
code,13,19,1.207481,3.685796,1.380416,0.600029
code,13,20,1.241224,3.0629141,1.261902,0.619814
code,13,21,1.103359,3.8672378,1.231181,0.610383
code,13,22,1.564619,2.3184867,0.859961,0.789076
